region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
Toronto,2020-02-06,0,0,1,0,0,1
Toronto,2020-02-07,0,0,1,0,0,1
Toronto,2020-02-08,0,0,1,0,0,1
Toronto,2020-02-09,0,0,1,0,0,1
Toronto,2020-02-10,0,0,1,0,0,1
Toronto,2020-02-11,0,0,1,0,0,1
Toronto,2020-02-12,0,0,1,0,0,1
Toronto,2020-02-13,0,0,1,0,0,1
Toronto,2020-02-14,0,0,1,0,0,1
Toronto,2020-02-15,0,0,2,0,0,1
Toronto,2020-02-16,0,0,2,0,0,1
Toronto,2020-02-17,1,0,2,0,1,1
Toronto,2020-02-18,1,0,2,0,1,1
Toronto,2020-02-19,1,0,3,0,1,1
Toronto,2020-02-20,1,0,3,0,1,1
Toronto,2020-02-21,1,0,3,0,1,1
Toronto,2020-02-22,1,0,4,0,1,1
Toronto,2020-02-23,2,0,4,1,2,1
Toronto,2020-02-24,2,0,4,0,2,1
Toronto,2020-02-25,2,0,5,0,2,1
Toronto,2020-02-26,3,0,6,1,3,1
Toronto,2020-02-27,3,0,6,1,3,1
Toronto,2020-02-28,4,0,7,1,4,1
Toronto,2020-02-29,5,0,8,2,5,1
Toronto,2020-03-01,5,1,9,3,6,1
Toronto,2020-03-02,6,2,11,4,7,1
Toronto,2020-03-03,7,2,12,4,8,1
Toronto,2020-03-04,9,4,15,6,10,1
Toronto,2020-03-05,10,3,16,6,11,1
Toronto,2020-03-06,12,4,18,9,14,1
Toronto,2020-03-07,14,6,21,8,14,1
Toronto,2020-03-08,16,7,23,12,18,1
Toronto,2020-03-09,18,10,27,11,18,1
Toronto,2020-03-10,20,10,29,13,21,1
Toronto,2020-03-11,22,12,33,17,25,1
Toronto,2020-03-12,26,15,37,18,27,1
Toronto,2020-03-13,29.5,18,42,23,32,1
Toronto,2020-03-14,34,21,47,28,38,1
Toronto,2020-03-15,38,26,53,30,41,1
Toronto,2020-03-16,44,28,58,35,47,1
Toronto,2020-03-17,49,35,65,38,51,1
Toronto,2020-03-18,55,36,71,45,59,1
Toronto,2020-03-19,62,43,79,49,64,1
Toronto,2020-03-20,69,53,90,57,72,1
Toronto,2020-03-21,76,56,94,68,83,1
Toronto,2020-03-22,84.5,64,103,78,93,1
Toronto,2020-03-23,93,72,111,82,98,1
Toronto,2020-03-24,100,80,120,89,105,1
Toronto,2020-03-25,106,85,125,93,109,1
Toronto,2020-03-26,112,91,131,103,119,1
Toronto,2020-03-27,117,95,137,106,123,1
Toronto,2020-03-28,122,102,144,113,130,1
Toronto,2020-03-29,127,106,146,113,130,1
Toronto,2020-03-30,130,111,154,117,134,1
Toronto,2020-03-31,136,114,157,125,143,1
Toronto,2020-04-01,143,120,164,133,151,1
Toronto,2020-04-02,148,125,168,142,159,1
Toronto,2020-04-03,154,131,174,142,160,1
Toronto,2020-04-04,158,134,178,145,163,1
Toronto,2020-04-05,162,138,183,153,170,1
Toronto,2020-04-06,167,143,186,154,172,1
Toronto,2020-04-07,168,148,191,158,176,1
Toronto,2020-04-08,173,151,195,160,179,1
Toronto,2020-04-09,175,152,198,166,183,1
Toronto,2020-04-10,178,155,202,171,189,1
Toronto,2020-04-11,180,155,201,169,187,1
Toronto,2020-04-12,182,159,203,169,187,1
Toronto,2020-04-13,182,160,204,171,188,1
Toronto,2020-04-14,181,157,202,172,190,1
Toronto,2020-04-15,180,156,201,169,188,1
Toronto,2020-04-16,177,157,202,168,186,1
Toronto,2020-04-17,176,156,198,166,184,1
Toronto,2020-04-18,176,151,196,164,182,1
Toronto,2020-04-19,176,153,196,162,180,1
Toronto,2020-04-20,175,154,197,166,183,1
Toronto,2020-04-21,175,152,195,164,181,1
Toronto,2020-04-22,175,151,196,165,182,1
Toronto,2020-04-23,176,151,196,163,182,1
Toronto,2020-04-24,177,151,195,167,185,1
Toronto,2020-04-25,178,153,200,167,186,1
Toronto,2020-04-26,177,153,197,166,184,1
Toronto,2020-04-27,177,152,195,168,186,1
Toronto,2020-04-28,176,156,198,169,186,1
Toronto,2020-04-29,175,153,197,160,179,1
Toronto,2020-04-30,175,151,196,163,181,1
Toronto,2020-05-01,175,151,196,163,180,1
Toronto,2020-05-02,174,152,195,165,182,1
Toronto,2020-05-03,171,148,192,160,179,1
Toronto,2020-05-04,168,146,188,156,174,1
Toronto,2020-05-05,166,144,186,154,172,1
Toronto,2020-05-06,164,141,184,154,171,1
Toronto,2020-05-07,165,141,184,156,173,1
Toronto,2020-05-08,167,147,191,154,172,1
Toronto,2020-05-09,168,144,188,156,175,1
Toronto,2020-05-10,171,143,191,162,180,1
Toronto,2020-05-11,174,152,198,161,180,1
Toronto,2020-05-12,178,155,202,162,182,1
Toronto,2020-05-13,181,157,205,170,189,1
Toronto,2020-05-14,185,160,206,173,191,1
Toronto,2020-05-15,188,163,209,179,197,1
Toronto,2020-05-16,187,167,212,179,197,1
Toronto,2020-05-17,183,161,206,174,192,1
Toronto,2020-05-18,179,157,202,165,183,1
Toronto,2020-05-19,172,149,192,165,181,1
Toronto,2020-05-20,167,145,186,153,170,1
Toronto,2020-05-21,162,142,181,151,168,1
Toronto,2020-05-22,158,138,178,148,164,1
Toronto,2020-05-23,157,135,175,147,163,1
Toronto,2020-05-24,155,135,175,147,163,1
Toronto,2020-05-25,153,131,174,143,160,1
Toronto,2020-05-26,154,132,172,143,160,1
Toronto,2020-05-27,152,128,169,143,159,1
Toronto,2020-05-28,152,129,172,140,156,1
Toronto,2020-05-29,150,130,170,139,156,1
Toronto,2020-05-30,148,127,168,142,159,1
Toronto,2020-05-31,143,123,166,132,150,1
Toronto,2020-06-01,136,114,159,128,147,1
Toronto,2020-06-02,129.5,105,149,117,135,1
Toronto,2020-06-03,119,96,138,112,128,1
Toronto,2020-06-04,109,87,127,101,117,1
Toronto,2020-06-05,98,78,113,88,102,1
Toronto,2020-06-06,87,71,103,79,91,1
Toronto,2020-06-07,80,66,95,72,84,1
Toronto,2020-06-08,75,61,91,67,78,1
Toronto,2020-06-09,72,57,85,66,76,1
Toronto,2020-06-10,69,55,83,61,72,1
Toronto,2020-06-11,66,50,77,58,69,1
Toronto,2020-06-12,64,49,75,56,66,1
Toronto,2020-06-13,61,48,74,53,63,1
Toronto,2020-06-14,58,46,70,51,61,1
Toronto,2020-06-15,56,43,67,50,59,1
Toronto,2020-06-16,54,42,66,48,57,1
Toronto,2020-06-17,53,41,64,46,55,1
Toronto,2020-06-18,53,42,65,45,55,1
Toronto,2020-06-19,52,40,63,47,56,1
Toronto,2020-06-20,50,39,61,44,53,1
Toronto,2020-06-21,49,38,60,42,51,1
Toronto,2020-06-22,47,36,57,43,51,1
Toronto,2020-06-23,47,35,57,40,49,1
Toronto,2020-06-24,45,35,57,38,47,1
Toronto,2020-06-25,44,32,53,41,49,1
Toronto,2020-06-26,43,32,53,38,46,1
Toronto,2020-06-27,41,31,52,37,45,1
Toronto,2020-06-28,40,29,50,34,42,1
Toronto,2020-06-29,38,28,47,31,39,1
Toronto,2020-06-30,35,25,44,29,37,1
Toronto,2020-07-01,33,24,42,29,36,1
Toronto,2020-07-02,32,22,40,28,35,1
Toronto,2020-07-03,31,22,40,25,33,1
Toronto,2020-07-04,31,21,39,27,34,1
Toronto,2020-07-05,32,22,40,29,36,1
Toronto,2020-07-06,32,23,41,27,34,1
Toronto,2020-07-07,33,24,43,29,36,1
Toronto,2020-07-08,34,24,43,30,37,1
Toronto,2020-07-09,34,25,44,28,36,1
Toronto,2020-07-10,34,23,43,29,37,1
Toronto,2020-07-11,33,24,42,26,34,1
Toronto,2020-07-12,31,20,38,26,33,1
Toronto,2020-07-13,28,19,37,23,30,1
Toronto,2020-07-14,27,18,35,21,28,1
Toronto,2020-07-15,25,17,32,20,26,1
Toronto,2020-07-16,22,14,29,18,24,1
Toronto,2020-07-17,21,12,27,18,23,1
Toronto,2020-07-18,20,12,26,14,20,1
Toronto,2020-07-19,18,10,24,14,19,1
Toronto,2020-07-20,17,10,23,13,18,1
Toronto,2020-07-21,15,8,21,11,16,1
Toronto,2020-07-22,14,7,19,11,15,1
Toronto,2020-07-23,13,8,19,10,14,1
Toronto,2020-07-24,13,7,18,10,14,1
Toronto,2020-07-25,13,6,18,9,14,1
Toronto,2020-07-26,14,7,19,10,15,1
Toronto,2020-07-27,15,9,21,10,15,1
Toronto,2020-07-28,15,7,20,11,16,1
Toronto,2020-07-29,15,9,21,11,16,1
Toronto,2020-07-30,15,8,20,12,16,1
Toronto,2020-07-31,15,9,21,10,15,1
Toronto,2020-08-01,15,9,21,11,16,1
Toronto,2020-08-02,15,8,20,10,15,1
Toronto,2020-08-03,15,9,21,11,16,1
Toronto,2020-08-04,15,9,21,11,16,1
Toronto,2020-08-05,15,9,21,13,17,1
Toronto,2020-08-06,16,9,23,13,18,1
Toronto,2020-08-07,17,10,24,14,19,1
Toronto,2020-08-08,18,11,25,15,20,1
Toronto,2020-08-09,20,12,27,15,21,1
Toronto,2020-08-10,21,13,29,17,23,1
Toronto,2020-08-11,23,14,31,18,25,1
Toronto,2020-08-12,25,15,32,21,27,1
Toronto,2020-08-13,27,17,34,21,28,1
Toronto,2020-08-14,28,18,36,23,30,1
Toronto,2020-08-15,29,19,37,23,30,1
Toronto,2020-08-16,30,20,39,25,32,1
Toronto,2020-08-17,32,21,40,25,33,1
Toronto,2020-08-18,33,22,41,26,34,1
Toronto,2020-08-19,34,24,45,30,37,1
Toronto,2020-08-20,36,25,46,29,38,1
Toronto,2020-08-21,37,26,47,30,39,1
Toronto,2020-08-22,39,29,50,32,41,1
Toronto,2020-08-23,41,30,53,35,44,1
Toronto,2020-08-24,43,31,56,38,47,1
Toronto,2020-08-25,46,34,58,40,49,1
Toronto,2020-08-26,49,35,61,41,52,1
Toronto,2020-08-27,51,37,64,45,55,1
Toronto,2020-08-28,54,40,68,44,56,1
Toronto,2020-08-29,57.5,41,71,49,61,1
Toronto,2020-08-30,60,46,76,52,64,1
Toronto,2020-08-31,64,48,80,56,69,1
Toronto,2020-09-01,69,52,85,60,73,1
Toronto,2020-09-02,74,57,91,64,78,1
Toronto,2020-09-03,79,60,96,70,84,1
Toronto,2020-09-04,84,65,101,77,92,1
Toronto,2020-09-05,90,69,108,80,96,1
Toronto,2020-09-06,96.5,74,116,82,99,1
Toronto,2020-09-07,103,81,125,90,108,0.99
Toronto,2020-09-08,110,90,134,95,114,0.99
Toronto,2020-09-09,117,94,141,105,124,0.99
Toronto,2020-09-10,125,101,148,115,133,0.99
Toronto,2020-09-11,133.5,106,157,123,143,0.98
Toronto,2020-09-12,142,116,168,130,151,0.97
Toronto,2020-09-13,152,123,176,138,159,0.97
Toronto,2020-09-14,162,131,184,151,173,0.96
Toronto,2020-09-15,172,145,200,159,181,0.95
Toronto,2020-09-16,181.5,153,211,168,192,0.93
Toronto,2020-09-17,194,161,221,182,207,0.91
Toronto,2020-09-18,206,178,241,191,216,0.89
Toronto,2020-09-19,220,184,252,203,230,0.85
Toronto,2020-09-20,236,200,274,223,253,0.81
Toronto,2020-09-21,257,219,301,241,274,0.76
Toronto,2020-09-22,279,231,317,256,292,0.69
