region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Quebec,2020-05-16,nowcast,0.9,0.8,0.9,0.9,0.9,1
Quebec,2020-05-17,nowcast,0.9,0.8,0.9,0.9,0.9,1
Quebec,2020-05-18,nowcast,0.9,0.8,0.9,0.9,0.9,1
Quebec,2020-05-19,nowcast,0.9,0.8,0.9,0.9,0.9,1
Quebec,2020-05-20,nowcast,0.9,0.8,0.9,0.8,0.9,1
Quebec,2020-05-21,nowcast,0.8,0.8,0.9,0.8,0.9,1
Quebec,2020-05-22,nowcast,0.8,0.8,0.9,0.8,0.9,1
Quebec,2020-05-23,nowcast,0.8,0.7,0.9,0.8,0.8,1
Quebec,2020-05-24,nowcast,0.8,0.7,0.9,0.8,0.8,1
Quebec,2020-05-25,nowcast,0.8,0.7,0.8,0.7,0.8,1
Quebec,2020-05-26,nowcast,0.7,0.7,0.8,0.7,0.8,1
Quebec,2020-05-27,nowcast,0.7,0.6,0.8,0.7,0.8,1
Quebec,2020-05-28,nowcast,0.7,0.6,0.8,0.7,0.7,1
Quebec,2020-05-29,nowcast,0.7,0.6,0.8,0.7,0.7,1
Quebec,2020-05-30,nowcast,0.7,0.6,0.8,0.7,0.7,1
Quebec,2020-05-31,nowcast,0.7,0.6,0.8,0.7,0.7,1
Quebec,2020-06-01,nowcast,0.7,0.6,0.8,0.7,0.7,1
Quebec,2020-06-02,nowcast,0.7,0.6,0.8,0.7,0.7,1
Quebec,2020-06-03,nowcast,0.7,0.6,0.8,0.7,0.8,1
Quebec,2020-06-04,nowcast,0.7,0.6,0.8,0.7,0.8,1
Quebec,2020-06-05,nowcast,0.7,0.6,0.8,0.7,0.8,1
Quebec,2020-06-06,nowcast,0.8,0.6,0.9,0.7,0.8,1
Quebec,2020-06-07,nowcast,0.8,0.7,0.9,0.7,0.8,1
Quebec,2020-06-08,nowcast,0.8,0.7,0.9,0.7,0.8,0.99
Quebec,2020-06-09,nowcast,0.8,0.7,0.9,0.7,0.8,0.99
Quebec,2020-06-10,nowcast,0.8,0.7,0.9,0.8,0.9,0.98
Quebec,2020-06-11,nowcast,0.8,0.7,0.9,0.8,0.9,0.98
Quebec,2020-06-12,nowcast,0.8,0.7,1,0.8,0.9,0.97
Quebec,2020-06-13,nowcast,0.8,0.7,1,0.8,0.9,0.96
Quebec,2020-06-14,nowcast,0.9,0.7,1,0.8,0.9,0.95
Quebec,2020-06-15,nowcast,0.9,0.7,1,0.8,0.9,0.94
Quebec,2020-06-16,nowcast,0.9,0.7,1,0.8,0.9,0.94
Quebec,2020-06-17,forecast,0.9,0.7,1,0.8,0.9,0.92
Quebec,2020-06-18,forecast,0.9,0.7,1,0.8,0.9,0.9
Quebec,2020-06-19,forecast,0.9,0.7,1,0.8,0.9,0.88
Quebec,2020-06-20,forecast,0.9,0.7,1.1,0.8,1,0.86
Quebec,2020-06-21,forecast,0.9,0.7,1.1,0.8,1,0.84
Quebec,2020-06-22,forecast,0.9,0.7,1.1,0.8,1,0.84
Quebec,2020-06-23,forecast,0.9,0.7,1.1,0.8,1,0.81
Quebec,2020-06-24,forecast,0.9,0.6,1.1,0.8,1,0.8
Quebec,2020-06-25,forecast,0.9,0.7,1.2,0.8,1,0.79
Quebec,2020-06-26,forecast,0.9,0.6,1.1,0.8,1,0.78
Quebec,2020-06-27,forecast,0.9,0.6,1.2,0.8,1,0.77
Quebec,2020-06-28,forecast,0.9,0.6,1.2,0.8,1,0.76
Quebec,2020-06-29,forecast,0.9,0.6,1.2,0.8,1,0.75
Quebec,2020-06-30,forecast,0.9,0.6,1.2,0.8,1,0.73
